0.1	0
0.30000000000000004	0
0.5	0
0.7000000000000001	0
0.9	0
1.1	0
1.3000000000000003	0
1.5000000000000002	0
1.7000000000000002	0
1.9000000000000001	0
2.1	0
2.3000000000000003	0
2.5000000000000004	0
2.7	0
2.9000000000000004	0
3.1	0
3.3000000000000003	0
3.5000000000000004	0
3.7	0
3.9000000000000004	0
4.1	0
4.3	0
4.5	0
4.7	0
4.9	0
5.1	0
5.3	0
5.5	0
5.7	0
5.9	0
6.1	0
6.3	291
6.5	14715
6.7	124068
6.9	189982
7.1	66994
7.3	8146
7.5	766
7.7	119
7.9	141
8.1	407
8.3	4043
8.5	49043
8.7	250971
8.9	257430
9.1	32556
9.3	328
9.5	0
9.700000000000001	0
9.9	0
