T2   0.895893 0.00895893
T4   0.677537 0.00677537
T6   0.529516 0.00529516
T8   0.429175 0.00429175
T10   0.361154 0.00361154
T12   0.315044 0.00315044
T14   0.283786 0.00283786
T16   0.262597 0.00262597
