T2   1.05779 0.0105779
T4   0.85751 0.0085751
T6   0.71271 0.0071271
T8   0.608025 0.00608025
T10   0.53234 0.0053234
T12   0.477621 0.00477621
T14   0.438062 0.00438062
T16   0.409461 0.00409461
