T2   0.943278 0.00943278
T4   0.731719 0.00731719
T6   0.584461 0.00584461
T8   0.481959 0.00481959
T10   0.410611 0.00410611
T12   0.360949 0.00360949
T14   0.32638 0.0032638
T16   0.302318 0.00302318
