T2   0.778864 0.00778864
T4   0.570129 0.00570129
T6   0.423359 0.00423359
T8   0.32016 0.0032016
T10   0.247597 0.00247597
T12   0.196575 0.00196575
T14   0.1607 0.001607
T16   0.135475 0.00135475
