proton12.5	3.910555	0.007814
proton17.5	3.766688	0.007655
proton22.5	3.219156	0.007075
proton27.5	2.699641	0.006472
proton32.5	2.208141	0.005849
proton37.5	1.792035	0.005271
proton42.5	1.451325	0.004740
proton47.5	1.173664	0.004267
proton52.5	0.959055	0.003855
proton57.5	0.780293	0.003479
proton62.5	0.637379	0.003143
proton67.5	0.517969	0.002835
proton72.5	0.422062	0.002557
proton77.5	0.342949	0.002307
proton82.5	0.280629	0.002085
proton87.5	0.228188	0.001881
neutron12.5	5.237582	0.009046
neutron17.5	4.754254	0.008585
neutron22.5	3.837012	0.007705
neutron27.5	3.042954	0.006859
neutron32.5	2.372078	0.006047
neutron37.5	1.841719	0.005339
neutron42.5	1.451875	0.004734
neutron47.5	1.138617	0.004199
neutron52.5	0.901945	0.003732
neutron57.5	0.710742	0.003318
neutron62.5	0.565008	0.002954
neutron67.5	0.448461	0.002636
neutron72.5	0.361102	0.002363
neutron77.5	0.289273	0.002118
neutron82.5	0.232977	0.001899
neutron87.5	0.185723	0.001696
