Ang10	5.8417
Ang11	5.77385
Ang12	5.63128
Ang13	5.48132
Ang14	5.33136
Ang15	5.13749
Ang16	4.93051
Ang17	4.72352
Ang18	4.4914
Ang19	4.21826
Ang20	3.94513
Ang21	3.67119
Ang22	3.39335
Ang23	3.11551
Ang24	2.83767
Ang25	2.57243
Ang26	2.30799
Ang27	2.04355
Ang28	1.82448
Ang29	1.62306
Ang30	1.42164
Ang31	1.22312
Ang32	1.03173
Ang33	0.84033
Ang34	0.64984
Ang35	0.469757
Ang36	0.289674
Ang37	0.109592
Ang38	-0.0644641
Ang39	-0.237619
Ang40	-0.410774
Ang41	-0.575974
Ang42	-0.714539
Ang43	-0.853105
Ang44	-0.989814
Ang45	-1.03557
Ang46	-1.08167
Ang47	-1.13062
Ang48	-1.17957
Ang49	-1.22852
Ang50	-1.27926
Ang51	-1.35049
Ang52	-1.42172
Ang53	-1.49296
Ang54	-1.59376
Ang55	-1.70848
Ang56	-1.82321
Ang57	-1.93577
Ang58	-2.04736
Ang59	-2.15895
Ang60	-2.29647
Ang61	-2.46209
Ang62	-2.62771
Ang63	-2.80983
Ang64	-3.03891
Ang65	-3.268
Ang66	-3.4812
Ang67	-3.675
Ang68	-3.8688
Ang69	-4.0626
Ang70	-4.2564
Ang71	-4.44152
Ang72	-4.62293
Ang73	-4.79727
Ang74	-4.96584
Ang75	-5.13441
Ang76	-5.25248
Ang77	-5.36898
Ang78	-5.46163
Ang79	-5.5185
Ang80	-5.57537
Ang81	-5.62786
Ang82	-5.67778
Ang83	-5.72769
Ang84	-5.81949
Ang85	-5.91811
Ang86	-6.0299
Ang87	-6.15485
Ang88	-6.2798
Ang89	-6.40475
Ang90	-6.5297
Ang91	-6.67826
Ang92	-6.8688
Ang93	-7.05933
Ang94	-7.24986
Ang95	-7.4404
Ang96	-7.65366
Ang97	-7.97791
Ang98	-8.30217
Ang99	-8.62642
Ang100	-8.95067
Ang101	-9.3213
Ang102	-9.97687
Ang103	-10.6324
Ang104	-11.0734
Ang105	-11.2298
Ang106	-11.3863
Ang107	-11.5427
Ang108	-11.6992
Ang109	-11.3642
Ang110	-10.8186
Ang111	-10.2729
Ang112	-10.0006
Ang113	-9.86899
Ang114	-9.73741
Ang115	-9.60584
Ang116	-9.47997
Ang117	-9.46269
Ang118	-9.44541
Ang119	-9.42814
Ang120	-9.41086
Ang121	-9.4563
Ang122	-9.51646
Ang123	-9.57661
Ang124	-9.63677
Ang125	-9.69693
Ang126	-9.83167
Ang127	-10.0015
Ang128	-10.1714
Ang129	-10.3412
Ang130	-10.5457
Ang131	-10.8091
Ang132	-11.0726
Ang133	-11.336
Ang134	-11.5995
Ang135	-11.8629
Ang136	-12.1684
Ang137	-12.4775
Ang138	-12.7866
Ang139	-13.0957
