SN112EK42.5 0.977533 0.0119125
SN112EK47.5 0.951044 0.0110183
SN112EK52.5 0.929067 0.014667
SN112EK57.5 0.910436 0.0146715
SN112EK62.5 0.895148 0.0227941
SN112EK67.5 0.879918 0.0230867
SN112EK72.5 0.864745 0.02724
SN112EK77.5 0.854733 0.0273476
SN112EK82.5 0.84988 0.0301065
SN112EK87.5 0.843109 0.0402663
SN124EK42.5 1.28499 0.0176645
SN124EK47.5 1.27891 0.0153459
SN124EK52.5 1.27886 0.0237961
SN124EK57.5 1.27789 0.0239296
SN124EK62.5 1.27599 0.034732
SN124EK67.5 1.27714 0.0347037
SN124EK72.5 1.28134 0.0438844
SN124EK77.5 1.28634 0.0431762
SN124EK82.5 1.29213 0.0477555
SN124EK87.5 1.29765 0.0645783
DREK12.5 1.15575 0.00729658
DREK17.5 1.17746 0.00673969
DREK22.5 1.20164 0.00866711
DREK27.5 1.22847 0.00799809
DREK32.5 1.25792 0.0105669
DREK37.5 1.28673 0.0116211
DREK42.5 1.31491 0.0175054
DREK47.5 1.34461 0.0172688
DREK52.5 1.37586 0.0291899
DREK60.0 1.41329 0.0344815
DREK70.0 1.46578 0.0457011
DREK80.0 1.51155 0.0643114
DREK87.5 1.53873 0.0836212
