proton12.5	3.960586	0.007864
proton17.5	3.850660	0.007745
proton22.5	3.383231	0.007259
proton27.5	2.935442	0.006758
proton32.5	2.507293	0.006243
proton37.5	2.135828	0.005764
proton42.5	1.821047	0.005320
proton47.5	1.546238	0.004903
proton52.5	1.311402	0.004514
proton57.5	1.111843	0.004158
proton62.5	0.947563	0.003838
proton67.5	0.806117	0.003541
proton72.5	0.687508	0.003269
proton77.5	0.583015	0.003011
proton82.5	0.492640	0.002766
proton87.5	0.415961	0.002543
neutron12.5	5.624550	0.009373
neutron17.5	5.027929	0.008830
neutron22.5	4.070227	0.007937
neutron27.5	3.263387	0.007110
neutron32.5	2.607410	0.006349
neutron37.5	2.070145	0.005663
neutron42.5	1.651590	0.005052
neutron47.5	1.310399	0.004505
neutron52.5	1.046570	0.004022
neutron57.5	0.835301	0.003599
neutron62.5	0.676590	0.003236
neutron67.5	0.543492	0.002902
neutron72.5	0.436008	0.002597
neutron77.5	0.348903	0.002326
neutron82.5	0.282176	0.002090
neutron87.5	0.226523	0.001874
