proton12.5	4.738606	0.008603
proton17.5	4.207066	0.008076
proton22.5	3.390855	0.007243
proton27.5	2.715523	0.006487
proton32.5	2.181071	0.005808
proton37.5	1.750285	0.005210
proton42.5	1.423168	0.004694
proton47.5	1.155277	0.004234
proton52.5	0.946613	0.003830
proton57.5	0.772246	0.003462
proton62.5	0.632176	0.003130
proton67.5	0.515907	0.002830
proton72.5	0.423438	0.002562
proton77.5	0.345098	0.002314
proton82.5	0.280886	0.002086
proton87.5	0.227078	0.001877
neutron12.5	6.173219	0.009812
neutron17.5	5.235985	0.008992
neutron22.5	4.015172	0.007860
neutron27.5	3.054914	0.006870
neutron32.5	2.355211	0.006022
neutron37.5	1.804062	0.005281
neutron42.5	1.401469	0.004647
neutron47.5	1.086129	0.004100
neutron52.5	0.858043	0.003640
neutron57.5	0.674824	0.003233
neutron62.5	0.536473	0.002879
neutron67.5	0.423938	0.002562
neutron72.5	0.337218	0.002283
neutron77.5	0.266078	0.002030
neutron82.5	0.210515	0.001803
neutron87.5	0.165801	0.001603
