proton12.5	3.659590	0.007558
proton17.5	3.530871	0.007411
proton22.5	3.017020	0.006849
proton27.5	2.524547	0.006258
proton32.5	2.053453	0.005639
proton37.5	1.654121	0.005063
proton42.5	1.326551	0.004529
proton47.5	1.056782	0.004046
proton52.5	0.844812	0.003614
proton57.5	0.670820	0.003224
proton62.5	0.534805	0.002875
proton67.5	0.423074	0.002560
proton72.5	0.335629	0.002277
proton77.5	0.263586	0.002020
proton82.5	0.206945	0.001787
proton87.5	0.161160	0.001579
neutron12.5	4.740613	0.008606
neutron17.5	4.413938	0.008279
neutron22.5	3.653407	0.007527
neutron27.5	2.962094	0.006771
neutron32.5	2.340000	0.006010
neutron37.5	1.832297	0.005324
neutron42.5	1.438984	0.004712
neutron47.5	1.120078	0.004162
neutron52.5	0.875578	0.003675
neutron57.5	0.679113	0.003241
neutron62.5	0.530684	0.002861
neutron67.5	0.409852	0.002517
neutron72.5	0.316617	0.002208
neutron77.5	0.244133	0.001944
neutron82.5	0.192398	0.001723
neutron87.5	0.149805	0.001522
