T2   0.686048 0.00686048
T4   0.452421 0.00452421
T6   0.305713 0.00305713
T8   0.213587 0.00213587
T10   0.155737 0.00155737
T12   0.119409 0.00119409
T14   0.096597 0.00096597
T16   0.0822721 0.000822721
