SN112EK42.5     1.02033  0.00487475
SN112EK47.5    0.986119    0.005286
SN112EK52.5    0.958457    0.005762
SN112EK57.5    0.925299    0.006222
SN112EK62.5    0.886645    0.006666
SN112EK67.5    0.854975    0.007188
SN112EK72.5    0.830292    0.007788
SN112EK77.5    0.803238     0.00841
SN112EK82.5    0.773814    0.009054
SN112EK87.5    0.754382    0.009922
SN124EK42.5     1.34224  0.00607325
SN124EK47.5     1.31608    0.006651
SN124EK52.5     1.28926    0.007265
SN124EK57.5     1.26665  0.00795825
SN124EK62.5     1.24825  0.00873075
SN124EK67.5     1.22694   0.0095535
SN124EK72.5     1.20269   0.0104265
SN124EK77.5     1.17789   0.0113937
SN124EK82.5     1.15254   0.0124552
SN124EK87.5     1.13334   0.0136797
DREK12.5     1.18899  0.00444762
DREK17.5     1.20307  0.00467841
DREK22.5     1.21954  0.00518657
DREK27.5     1.23996  0.00584982
DREK32.5     1.26432  0.00666817
DREK37.5     1.28976  0.00761696
DREK42.5     1.31629   0.0086962
DREK47.5     1.33482  0.00986211
DREK52.5     1.34536   0.0111147
DREK60.0     1.37013   0.0126724
DREK70.0     1.40912   0.0145353
DREK80.0     1.43535    0.016496
DREK87.5     1.44882   0.0185546
