T2   0.965131 0.00965131
T4   0.75082 0.0075082
T6   0.603177 0.00603177
T8   0.501465 0.00501465
T10   0.431393 0.00431393
T12   0.38312 0.0038312
T14   0.349864 0.00349864
T16   0.326953 0.00326953
