# isospin diffusion, Ri(y) at 35MeV
# those number is extracted from the figure
RE35Y0.0 0.013 0.030
RE35Y0.2 0.163 0.020 
RE35Y0.4 0.242 0.020
RE35Y0.6 0.260 0.030
RE35Y0.8 0.333 0.030
RE35Y1.0 0.329 0.035
