T2   0.784812 0.00784812
T4   0.567585 0.00567585
T6   0.419646 0.00419646
T8   0.318895 0.00318895
T10   0.25028 0.0025028
T12   0.203551 0.00203551
T14   0.171727 0.00171727
T16   0.150054 0.00150054
