SN112EK42.5    0.993756    0.004633
SN112EK47.5    0.960198  0.00502175
SN112EK52.5    0.929649  0.00543925
SN112EK57.5    0.906712    0.005929
SN112EK62.5    0.891387    0.006491
SN112EK67.5    0.873654  0.00707575
SN112EK72.5    0.853511  0.00768325
SN112EK77.5    0.838256  0.00839475
SN112EK82.5    0.827886  0.00921025
SN112EK87.5    0.817328   0.0101055
SN124EK42.5     1.31305   0.0057905
SN124EK47.5     1.30358   0.0064385
SN124EK52.5     1.29969   0.0071595
SN124EK57.5     1.29498   0.0079445
SN124EK62.5     1.28944   0.0087935
SN124EK67.5     1.27762  0.00967975
SN124EK72.5     1.25953   0.0106032
SN124EK77.5     1.24926   0.0116965
SN124EK82.5     1.24679   0.0129595
SN124EK87.5     1.24632   0.0143905
DREK12.5     1.15629  0.00364107
DREK17.5     1.18313  0.00410973
DREK22.5      1.2141  0.00479875
DREK27.5     1.24062  0.00556777
DREK32.5     1.26268  0.00641678
DREK37.5     1.28987  0.00740072
DREK42.5     1.32219  0.00851958
DREK47.5     1.35858  0.00981439
DREK52.5     1.39905   0.0112852
DREK60.0     1.43762   0.0136471
DREK70.0     1.46928   0.0172443
DREK80.0      1.4983   0.0217131
DREK87.5     1.52509   0.0258452
