Ang10	5.59032
Ang11	5.50233
Ang12	5.37326
Ang13	5.19598
Ang14	4.99865
Ang15	4.74713
Ang16	4.49562
Ang17	4.24411
Ang18	3.99259
Ang19	3.71924
Ang20	3.44233
Ang21	3.1603
Ang22	2.87121
Ang23	2.58212
Ang24	2.28628
Ang25	1.9903
Ang26	1.68713
Ang27	1.38381
Ang28	1.07761
Ang29	0.771317
Ang30	0.542732
Ang31	0.317384
Ang32	0.0913036
Ang33	-0.135452
Ang34	-0.355067
Ang35	-0.492555
Ang36	-0.630044
Ang37	-0.721219
Ang38	-0.805474
Ang39	-0.849006
Ang40	-0.877566
Ang41	-0.940153
Ang42	-1.00274
Ang43	-1.0661
Ang44	-1.13153
Ang45	-1.20852
Ang46	-1.3138
Ang47	-1.42589
Ang48	-1.55388
Ang49	-1.68188
Ang50	-1.81755
Ang51	-1.95754
Ang52	-2.11153
Ang53	-2.32154
Ang54	-2.53195
Ang55	-2.74292
Ang56	-2.9539
Ang57	-3.18344
Ang58	-3.41337
Ang59	-3.66496
Ang60	-3.93654
Ang61	-4.18273
Ang62	-4.40452
Ang63	-4.61855
Ang64	-4.81261
Ang65	-5.00189
Ang66	-5.11635
Ang67	-5.2308
Ang68	-5.34099
Ang69	-5.43175
Ang70	-5.52251
Ang71	-5.61327
Ang72	-5.7008
Ang73	-5.77541
Ang74	-5.85001
Ang75	-5.92461
Ang76	-5.99922
Ang77	-6.14281
Ang78	-6.28641
Ang79	-6.43
Ang80	-6.57516
Ang81	-6.72585
Ang82	-6.87654
Ang83	-7.02723
Ang84	-7.17792
Ang85	-7.3656
Ang86	-7.6251
Ang87	-7.88459
Ang88	-8.14409
Ang89	-8.41596
Ang90	-8.83015
Ang91	-9.24433
Ang92	-9.65851
Ang93	-10.0727
Ang94	-10.4242
Ang95	-10.7591
Ang96	-11.094
Ang97	-11.4289
Ang98	-11.5121
Ang99	-11.3535
Ang100	-11.1949
Ang101	-11.0362
Ang102	-10.874
Ang103	-10.7108
Ang104	-10.5477
Ang105	-10.4633
Ang106	-10.4461
Ang107	-10.4288
Ang108	-10.4116
Ang109	-10.3943
Ang110	-10.3839
Ang111	-10.393
Ang112	-10.4021
Ang113	-10.4112
Ang114	-10.4204
Ang115	-10.436
Ang116	-10.4796
Ang117	-10.5231
Ang118	-10.5666
Ang119	-10.6102
Ang120	-10.6537
Ang121	-10.772
Ang122	-10.8994
Ang123	-11.0269
Ang124	-11.1543
Ang125	-11.2818
Ang126	-11.3844
Ang127	-11.4869
Ang128	-11.5894
Ang129	-11.692
Ang130	-11.7893
Ang131	-11.8828
Ang132	-11.9763
Ang133	-12.0697
Ang134	-12.1632
Ang135	-12.1694
Ang136	-12.1364
Ang137	-12.1033
Ang138	-12.0703
Ang139	-12.0373
