proton12.5	4.110328	0.008012
proton17.5	3.908832	0.007796
proton22.5	3.298027	0.007157
proton27.5	2.732082	0.006509
proton32.5	2.210996	0.005849
proton37.5	1.781398	0.005255
proton42.5	1.443289	0.004726
proton47.5	1.166074	0.004253
proton52.5	0.949754	0.003835
proton57.5	0.772191	0.003462
proton62.5	0.633387	0.003133
proton67.5	0.517316	0.002834
proton72.5	0.423980	0.002563
proton77.5	0.346621	0.002319
proton82.5	0.285238	0.002103
proton87.5	0.232653	0.001899
neutron12.5	5.555434	0.009317
neutron17.5	5.104239	0.008898
neutron22.5	4.153372	0.008020
neutron27.5	3.317778	0.007164
neutron32.5	2.597457	0.006330
neutron37.5	2.016676	0.005585
neutron42.5	1.575433	0.004929
neutron47.5	1.224554	0.004353
neutron52.5	0.964039	0.003857
neutron57.5	0.754101	0.003416
neutron62.5	0.594742	0.003030
neutron67.5	0.466164	0.002686
neutron72.5	0.368367	0.002385
neutron77.5	0.288996	0.002115
neutron82.5	0.228051	0.001876
neutron87.5	0.179473	0.001667
