SN112EK42.5     1.01062   0.0049645
SN112EK47.5    0.973725    0.005328
SN112EK52.5    0.937912    0.005724
SN112EK57.5    0.906957    0.006174
SN112EK62.5    0.880859    0.006678
SN112EK67.5    0.858328  0.00726425
SN112EK72.5    0.839365  0.00793275
SN112EK77.5     0.81795   0.0086235
SN112EK82.5    0.794085   0.0093365
SN112EK87.5    0.770221   0.0101448
SN124EK42.5     1.34527  0.00624825
SN124EK47.5      1.3213   0.0068225
SN124EK52.5     1.29582   0.0074375
SN124EK57.5     1.27299  0.00812325
SN124EK62.5     1.25279  0.00887975
SN124EK67.5     1.23835  0.00977075
SN124EK72.5     1.22966   0.0107963
SN124EK77.5     1.20387   0.0117333
SN124EK82.5     1.16097   0.0125817
SN124EK87.5     1.14486   0.0138925
DREK12.5     1.18441  0.00480413
DREK17.5     1.20324  0.00503043
DREK22.5     1.22223  0.00553272
DREK27.5     1.24671  0.00619643
DREK32.5      1.2767  0.00702158
DREK37.5     1.30509  0.00796833
DREK42.5     1.33189  0.00903667
DREK47.5     1.35763   0.0102549
DREK52.5     1.38231   0.0116229
DREK60.0     1.40398   0.0131399
DREK70.0     1.42265   0.0148059
DREK80.0     1.44311   0.0167419
DREK87.5     1.46537   0.0189479
