RE35Y0.0 0.10313 0.0478639
RE35Y0.2 0.154321 0.0391054
RE35Y0.4 0.186572 0.0306809
RE35Y0.6 0.249633 0.0301253
RE35Y0.8 0.310611 0.0494289
RE35Y1.0 0.407704 0.0544892
