T2   0.974419 0.00974419
T4   0.749188 0.00749188
T6   0.601126 0.00601126
T8   0.503792 0.00503792
T10   0.439807 0.00439807
T12   0.397744 0.00397744
T14   0.370092 0.00370092
T16   0.351915 0.00351915
