T2   0.904065 0.00904065
T4   0.654345 0.00654345
T6   0.533669 0.00533669
T8   0.475353 0.00475353
T10   0.447171 0.00447171
T12   0.433553 0.00433553
T14   0.426971 0.00426971
T16   0.423791 0.00423791
