T2   0.986354 0.00986354
T4   0.787351 0.00787351
T6   0.64291 0.0064291
T8   0.538071 0.00538071
T10   0.461976 0.00461976
T12   0.406744 0.00406744
T14   0.366656 0.00366656
T16   0.337558 0.00337558
