proton12.5	3.309457	0.007187
proton17.5	3.235688	0.007099
proton22.5	2.821281	0.006627
proton27.5	2.417453	0.006129
proton32.5	2.024203	0.005606
proton37.5	1.677434	0.005103
proton42.5	1.377144	0.004620
proton47.5	1.128110	0.004185
proton52.5	0.930329	0.003798
proton57.5	0.765024	0.003446
proton62.5	0.632195	0.003131
proton67.5	0.517781	0.002834
proton72.5	0.421781	0.002556
proton77.5	0.341461	0.002301
proton82.5	0.276820	0.002071
proton87.5	0.223406	0.001862
neutron12.5	4.407895	0.008299
neutron17.5	4.043754	0.007921
neutron22.5	3.297981	0.007147
neutron27.5	2.648289	0.006403
neutron32.5	2.094680	0.005688
neutron37.5	1.644445	0.005045
neutron42.5	1.297586	0.004476
neutron47.5	1.018410	0.003971
neutron52.5	0.806918	0.003530
neutron57.5	0.636274	0.003139
neutron62.5	0.506476	0.002798
neutron67.5	0.399992	0.002489
neutron72.5	0.316820	0.002212
neutron77.5	0.250125	0.001969
neutron82.5	0.199906	0.001758
neutron87.5	0.158035	0.001564
