proton12.5	4.010820	0.007916
proton17.5	3.676621	0.007555
proton22.5	3.038613	0.006864
proton27.5	2.483734	0.006206
proton32.5	2.011984	0.005581
proton37.5	1.626527	0.005024
proton42.5	1.327363	0.004535
proton47.5	1.077652	0.004089
proton52.5	0.877395	0.003686
proton57.5	0.709004	0.003315
proton62.5	0.572481	0.002976
proton67.5	0.460652	0.002673
proton72.5	0.373520	0.002405
proton77.5	0.300015	0.002156
proton82.5	0.240141	0.001927
proton87.5	0.191164	0.001721
neutron12.5	5.134758	0.008953
neutron17.5	4.461527	0.008307
neutron22.5	3.490989	0.007338
neutron27.5	2.702469	0.006463
neutron32.5	2.095969	0.005683
neutron37.5	1.620359	0.005008
neutron42.5	1.275640	0.004437
neutron47.5	0.999386	0.003934
neutron52.5	0.791597	0.003497
neutron57.5	0.623156	0.003106
neutron62.5	0.494063	0.002763
neutron67.5	0.389711	0.002457
neutron72.5	0.310102	0.002189
neutron77.5	0.245614	0.001950
neutron82.5	0.196246	0.001741
neutron87.5	0.155176	0.001550
