Ang10	7.25357
Ang11	7.19883
Ang12	7.14409
Ang13	7.09103
Ang14	7.04427
Ang15	6.9953
Ang16	6.92101
Ang17	6.84672
Ang18	6.76119
Ang19	6.67519
Ang20	6.57187
Ang21	6.465
Ang22	6.3376
Ang23	6.20139
Ang24	6.06352
Ang25	5.92443
Ang26	5.77556
Ang27	5.61522
Ang28	5.44371
Ang29	5.25054
Ang30	5.05436
Ang31	4.84752
Ang32	4.63979
Ang33	4.42481
Ang34	4.20982
Ang35	4.00898
Ang36	3.80827
Ang37	3.58724
Ang38	3.36342
Ang39	3.20197
Ang40	3.0581
Ang41	2.9266
Ang42	2.80119
Ang43	2.7179
Ang44	2.66637
Ang45	2.63906
Ang46	2.63906
Ang47	2.63393
Ang48	2.62006
Ang49	2.60708
Ang50	2.59641
Ang51	2.58499
Ang52	2.57038
Ang53	2.55128
Ang54	2.49185
Ang55	2.43254
Ang56	2.37907
Ang57	2.3256
Ang58	2.24894
Ang59	2.17081
Ang60	2.11004
Ang61	2.05209
Ang62	1.94901
Ang63	1.83393
Ang64	1.71584
Ang65	1.59659
Ang66	1.48183
Ang67	1.36939
Ang68	1.24777
Ang69	1.12002
Ang70	1.00339
Ang71	0.896222
Ang72	0.78458
Ang73	0.668281
Ang74	0.557719
Ang75	0.454171
Ang76	0.361889
Ang77	0.286507
Ang78	0.214594
Ang79	0.148586
Ang80	0.0873951
Ang81	0.0359862
Ang82	-0.0135177
Ang83	-0.0585768
Ang84	-0.105236
Ang85	-0.156011
Ang86	-0.201975
Ang87	-0.234245
Ang88	-0.274098
Ang89	-0.33796
Ang90	-0.401288
Ang91	-0.462826
Ang92	-0.526526
Ang93	-0.597892
Ang94	-0.669257
Ang95	-0.740623
Ang96	-0.815256
Ang97	-0.901474
Ang98	-0.987691
Ang99	-1.07391
Ang100	-1.16672
Ang101	-1.28041
Ang102	-1.39409
Ang103	-1.50778
Ang104	-1.62617
Ang105	-1.75665
Ang106	-1.88713
Ang107	-2.01762
Ang108	-2.15081
Ang109	-2.28928
Ang110	-2.42774
Ang111	-2.5662
Ang112	-2.70856
Ang113	-2.85651
Ang114	-3.00447
Ang115	-3.15243
Ang116	-3.2818
Ang117	-3.39259
Ang118	-3.50338
Ang119	-3.61417
Ang120	-3.66171
Ang121	-3.66879
Ang122	-3.67588
Ang123	-3.68297
Ang124	-3.63778
Ang125	-3.57324
Ang126	-3.50871
Ang127	-3.44418
Ang128	-3.36973
Ang129	-3.29381
Ang130	-3.21788
Ang131	-3.14287
Ang132	-3.09739
Ang133	-3.05192
Ang134	-3.00644
Ang135	-2.95939
Ang136	-2.90603
Ang137	-2.85266
Ang138	-2.7993
Ang139	-2.76094
