T2   0.7645 0.007645
T4   0.548398 0.00548398
T6   0.400559 0.00400559
T8   0.299421 0.00299421
T10   0.230231 0.00230231
T12   0.182897 0.00182897
T14   0.150515 0.00150515
T16   0.128362 0.00128362
