RE50Y0.0      0.0690091      0.0261553
RE50Y0.2        0.29694      0.0264531
RE50Y0.4       0.413668      0.0273434
RE50Y0.6       0.512795      0.0245062
RE50Y0.8       0.554289      0.0263521
RE50Y1.0       0.653153      0.0330103
