T2   0.725864 0.00725864
T4   0.482901 0.00482901
T6   0.341039 0.00341039
T8   0.258207 0.00258207
T10   0.209842 0.00209842
T12   0.181603 0.00181603
T14   0.165115 0.00165115
T16   0.155487 0.00155487
