T2   0.986229 0.00986229
T4   0.764797 0.00764797
T6   0.616654 0.00616654
T8   0.517544 0.00517544
T10   0.451237 0.00451237
T12   0.406876 0.00406876
T14   0.377198 0.00377198
T16   0.357343 0.00357343
