proton12.5	3.504887	0.007396
proton17.5	3.432946	0.007312
proton22.5	2.993648	0.006827
proton27.5	2.560754	0.006308
proton32.5	2.134262	0.005755
proton37.5	1.765570	0.005236
proton42.5	1.454680	0.004749
proton47.5	1.191636	0.004301
proton52.5	0.976441	0.003890
proton57.5	0.795930	0.003514
proton62.5	0.650101	0.003174
proton67.5	0.529586	0.002867
proton72.5	0.434383	0.002594
proton77.5	0.352890	0.002339
proton82.5	0.285110	0.002100
proton87.5	0.229938	0.001888
neutron12.5	4.626340	0.008502
neutron17.5	4.198024	0.008067
neutron22.5	3.388633	0.007241
neutron27.5	2.695958	0.006458
neutron32.5	2.119997	0.005719
neutron37.5	1.658696	0.005067
neutron42.5	1.312054	0.004501
neutron47.5	1.031941	0.003997
neutron52.5	0.818355	0.003555
neutron57.5	0.647246	0.003167
neutron62.5	0.518613	0.002832
neutron67.5	0.411403	0.002524
neutron72.5	0.325614	0.002243
neutron77.5	0.257356	0.001997
neutron82.5	0.206629	0.001788
neutron87.5	0.164414	0.001596
