SN112EK42.5 1.04826 0.0133279
SN112EK47.5 1.01565 0.0123274
SN112EK52.5 0.985298 0.0164097
SN112EK57.5 0.957396 0.0164148
SN112EK62.5 0.931939 0.0255024
SN112EK67.5 0.910664 0.0258297
SN112EK72.5 0.89357 0.0304766
SN112EK77.5 0.87731 0.030597
SN112EK82.5 0.861883 0.0336836
SN112EK87.5 0.847141 0.0450506
SN124EK42.5 1.36928 0.0197634
SN124EK47.5 1.35755 0.0171692
SN124EK52.5 1.34776 0.0266235
SN124EK57.5 1.33793 0.0267728
SN124EK62.5 1.32803 0.0388587
SN124EK67.5 1.32195 0.0388271
SN124EK72.5 1.31968 0.0490986
SN124EK77.5 1.31789 0.0483063
SN124EK82.5 1.3166 0.0534297
SN124EK87.5 1.31302 0.0722513
DREK12.5 1.16045 0.00816354
DREK17.5 1.17698 0.00754048
DREK22.5 1.19651 0.0096969
DREK27.5 1.22028 0.0089484
DREK32.5 1.24832 0.0118225
DREK37.5 1.2771 0.0130019
DREK42.5 1.30663 0.0195854
DREK47.5 1.33693 0.0193206
DREK52.5 1.36798 0.0326582
DREK60.0 1.41065 0.0385785
DREK70.0 1.46178 0.0511311
DREK80.0 1.51102 0.0719527
DREK87.5 1.5444 0.0935568
