SN112EK42.5 0.992401 0.004944
SN112EK47.5 0.960649 0.0053695
SN112EK52.5 0.932348 0.0058445
SN112EK57.5 0.906968 0.0063915
SN112EK62.5 0.884509 0.0070105
SN112EK67.5 0.864267 0.00771175
SN112EK72.5 0.84624 0.00849525
SN112EK77.5 0.831525 0.00941425
SN112EK82.5 0.82012 0.0104688
SN124EK42.5 1.29095 0.00611125
SN124EK47.5 1.27948 0.00679125
SN124EK52.5 1.2725 0.00756975
SN124EK57.5 1.26583 0.00844075
SN124EK62.5 1.25945 0.00940425
SN124EK67.5 1.2581 0.0105495
SN124EK72.5 1.26177 0.0118765
SN124EK77.5 1.26064 0.0133422
SN124EK82.5 1.25472 0.0149467
SN124EK87.5 1.25764 0.0169163
DREK12.5 1.17204 0.00468312
DREK17.5 1.18703 0.00489375
DREK22.5 1.2081 0.00541629
DREK27.5 1.22848 0.00607675
DREK32.5 1.24817 0.00687513
DREK37.5 1.27254 0.00784248
DREK42.5 1.30161 0.00897879
DREK47.5 1.33263 0.010312
DREK52.5 1.36559 0.0118422
DREK60.0 1.41032 0.0145734
DREK70.0 1.47392 0.0192357
DREK80.0 1.52314 0.0251486
DREK87.5 1.55487 0.0307611
