SN112EK42.5     1.03413  0.00495825
SN112EK47.5    0.995035   0.0053285
SN112EK52.5    0.956373   0.0057235
SN112EK57.5     0.91701  0.00612525
SN112EK62.5    0.876946  0.00653375
SN112EK67.5    0.843661  0.00702175
SN112EK72.5    0.817152  0.00758925
SN112EK77.5    0.791449    0.008198
SN112EK82.5    0.766552    0.008848
SN112EK87.5    0.746575  0.00965325
SN124EK42.5     1.35641  0.00612325
SN124EK47.5     1.32373  0.00665825
SN124EK52.5     1.29691  0.00726475
SN124EK57.5      1.2697   0.0079205
SN124EK62.5     1.24212   0.0086255
SN124EK67.5     1.21536   0.0093835
SN124EK72.5     1.18944   0.0101945
SN124EK77.5     1.16075    0.011054
SN124EK82.5      1.1293    0.011962
SN124EK87.5     1.11181     0.01312
DREK12.5     1.18109  0.00457392
DREK17.5     1.19693  0.00479439
DREK22.5     1.22297  0.00532627
DREK27.5     1.25034  0.00600089
DREK32.5     1.27904  0.00681823
DREK37.5     1.29959  0.00770751
DREK42.5       1.312  0.00866874
DREK47.5     1.33108  0.00982154
DREK52.5     1.35685   0.0111659
DREK60.0     1.38566   0.0127257
DREK70.0     1.41751    0.014501
DREK80.0     1.44094   0.0164103
DREK87.5     1.45595   0.0184535
