T2   0.724442 0.00724442
T4   0.520419 0.00520419
T6   0.37466 0.0037466
T8   0.270527 0.00270527
T10   0.196132 0.00196132
T12   0.142982 0.00142982
T14   0.105011 0.00105011
T16   0.0778837 0.000778837
