T2   0.776408 0.00776408
T4   0.530432 0.00530432
T6   0.423047 0.00423047
T8   0.376167 0.00376167
T10   0.355701 0.00355701
T12   0.346766 0.00346766
T14   0.342866 0.00342866
T16   0.341163 0.00341163
