RE50Y0.0      0.0709543      0.0267436
RE50Y0.2       0.136204      0.0269367
RE50Y0.4        0.14905      0.0280955
RE50Y0.6       0.158575      0.0276402
RE50Y0.8       0.275682        0.02723
RE50Y1.0       0.307113      0.0264679
