T2   0.784289 0.00784289
T4   0.534413 0.00534413
T6   0.406686 0.00406686
T8   0.341396 0.00341396
T10   0.308023 0.00308023
T12   0.290963 0.00290963
T14   0.282243 0.00282243
T16   0.277785 0.00277785
