proton12.5	4.179855	0.008081
proton17.5	3.853121	0.007735
proton22.5	3.183301	0.007026
proton27.5	2.594336	0.006341
proton32.5	2.086227	0.005680
proton37.5	1.665645	0.005079
proton42.5	1.332590	0.004538
proton47.5	1.059051	0.004050
proton52.5	0.845028	0.003614
proton57.5	0.670266	0.003222
proton62.5	0.534766	0.002875
proton67.5	0.424051	0.002563
proton72.5	0.338121	0.002286
proton77.5	0.266871	0.002033
proton82.5	0.210301	0.001802
proton87.5	0.164321	0.001594
neutron12.5	5.343433	0.009137
neutron17.5	4.783964	0.008611
neutron22.5	3.839175	0.007705
neutron27.5	3.038457	0.006856
neutron32.5	2.381808	0.006061
neutron37.5	1.850281	0.005349
neutron42.5	1.443875	0.004718
neutron47.5	1.118758	0.004160
neutron52.5	0.874930	0.003673
neutron57.5	0.680293	0.003244
neutron62.5	0.534848	0.002873
neutron67.5	0.417191	0.002541
neutron72.5	0.327325	0.002247
neutron77.5	0.254750	0.001985
neutron82.5	0.199469	0.001754
neutron87.5	0.154539	0.001546
