proton12.5	3.248613	0.007119
proton17.5	3.188750	0.007048
proton22.5	2.797031	0.006599
proton27.5	2.403164	0.006110
proton32.5	2.007149	0.005581
proton37.5	1.665313	0.005085
proton42.5	1.377656	0.004622
proton47.5	1.132793	0.004194
proton52.5	0.930723	0.003798
proton57.5	0.760790	0.003436
proton62.5	0.622992	0.003107
proton67.5	0.506864	0.002804
proton72.5	0.412403	0.002527
proton77.5	0.333770	0.002276
proton82.5	0.270965	0.002048
proton87.5	0.217895	0.001838
neutron12.5	4.300133	0.008197
neutron17.5	3.943770	0.007822
neutron22.5	3.218558	0.007061
neutron27.5	2.585492	0.006326
neutron32.5	2.044570	0.005619
neutron37.5	1.604777	0.004984
neutron42.5	1.266113	0.004421
neutron47.5	0.992527	0.003920
neutron52.5	0.784020	0.003479
neutron57.5	0.616711	0.003091
neutron62.5	0.490602	0.002753
neutron67.5	0.386926	0.002448
neutron72.5	0.305683	0.002172
neutron77.5	0.240386	0.001929
neutron82.5	0.191035	0.001718
neutron87.5	0.150879	0.001528
