SN112EK42.5 1.0679 0.013404
SN112EK47.5 1.0446 0.0123978
SN112EK52.5 1.02356 0.0165034
SN112EK57.5 1.00588 0.0165084
SN112EK62.5 0.99156 0.0256479
SN112EK67.5 0.979641 0.0259772
SN112EK72.5 0.970118 0.0306505
SN112EK77.5 0.961657 0.0307716
SN112EK82.5 0.954257 0.0338759
SN112EK87.5 0.947189 0.0453078
SN124EK42.5 1.39497 0.0198762
SN124EK47.5 1.40144 0.0172672
SN124EK52.5 1.41333 0.0267754
SN124EK57.5 1.42435 0.0269256
SN124EK62.5 1.43451 0.0390805
SN124EK67.5 1.44721 0.0390487
SN124EK72.5 1.46246 0.0493789
SN124EK77.5 1.48047 0.048582
SN124EK82.5 1.50125 0.0537347
SN124EK87.5 1.51724 0.0726637
DREK12.5 1.15216 0.00821013
DREK17.5 1.16818 0.00758352
DREK22.5 1.18815 0.00975225
DREK27.5 1.21332 0.00899947
DREK32.5 1.24368 0.0118899
DREK37.5 1.27467 0.0130761
DREK42.5 1.3063 0.0196972
DREK47.5 1.34201 0.0194309
DREK52.5 1.38178 0.0328446
DREK60.0 1.43313 0.0387987
DREK70.0 1.49595 0.0514229
DREK80.0 1.56431 0.0723634
DREK87.5 1.61433 0.0940908
