proton12.5	3.759926	0.007663
proton17.5	3.600949	0.007484
proton22.5	3.059754	0.006896
proton27.5	2.549699	0.006289
proton32.5	2.070785	0.005662
proton37.5	1.661679	0.005073
proton42.5	1.322383	0.004520
proton47.5	1.049707	0.004034
proton52.5	0.843652	0.003613
proton57.5	0.674605	0.003234
proton62.5	0.542566	0.002897
proton67.5	0.432316	0.002588
proton72.5	0.343855	0.002305
proton77.5	0.273426	0.002059
proton82.5	0.221027	0.001850
proton87.5	0.175937	0.001650
neutron12.5	4.919106	0.008766
neutron17.5	4.574402	0.008428
neutron22.5	3.778926	0.007654
neutron27.5	3.055781	0.006876
neutron32.5	2.404969	0.006092
neutron37.5	1.874473	0.005384
neutron42.5	1.464293	0.004752
neutron47.5	1.136539	0.004193
neutron52.5	0.891211	0.003708
neutron57.5	0.696422	0.003283
neutron62.5	0.552172	0.002921
neutron67.5	0.433024	0.002588
neutron72.5	0.338977	0.002287
neutron77.5	0.263363	0.002018
neutron82.5	0.206184	0.001783
neutron87.5	0.159942	0.001573
