T2   0.579102 0.00579102
T4   0.331043 0.00331043
T6   0.196086 0.00196086
T8   0.122662 0.00122662
T10   0.0827166 0.000827166
T12   0.060984 0.00060984
T14   0.0491604 0.000491604
T16   0.0427277 0.000427277
