SN112EK42.5 1.15755 0.0138639
SN112EK47.5 1.13917 0.0128231
SN112EK52.5 1.12167 0.0170696
SN112EK57.5 1.10701 0.0170749
SN112EK62.5 1.09519 0.0265279
SN112EK67.5 1.08486 0.0268684
SN112EK72.5 1.07604 0.0317021
SN112EK77.5 1.0651 0.0318274
SN112EK82.5 1.05204 0.0350382
SN112EK87.5 1.04246 0.0468623
SN124EK42.5 1.54306 0.0205581
SN124EK47.5 1.56544 0.0178597
SN124EK52.5 1.59109 0.0276941
SN124EK57.5 1.61548 0.0278494
SN124EK62.5 1.63862 0.0404214
SN124EK67.5 1.65816 0.0403885
SN124EK72.5 1.6741 0.051073
SN124EK77.5 1.69549 0.0502488
SN124EK82.5 1.72231 0.0555783
SN124EK87.5 1.742 0.0751568
DREK12.5 1.14727 0.00849182
DREK17.5 1.16797 0.00784371
DREK22.5 1.19405 0.0100868
DREK27.5 1.22437 0.00930824
DREK32.5 1.25893 0.0122979
DREK37.5 1.29604 0.0135248
DREK42.5 1.33571 0.020373
DREK47.5 1.37934 0.0200976
DREK52.5 1.42693 0.0339715
DREK60.0 1.49169 0.0401299
DREK70.0 1.56319 0.0531873
DREK80.0 1.6477 0.0748461
DREK87.5 1.71601 0.0973191
