proton12.5	3.329274	0.007208
proton17.5	3.260043	0.007125
proton22.5	2.837598	0.006646
proton27.5	2.413715	0.006121
proton32.5	1.988394	0.005552
proton37.5	1.623882	0.005019
proton42.5	1.320180	0.004521
proton47.5	1.065941	0.004065
proton52.5	0.861168	0.003651
proton57.5	0.691734	0.003275
proton62.5	0.557641	0.002938
proton67.5	0.445879	0.002629
proton72.5	0.356449	0.002348
proton77.5	0.283515	0.002096
proton82.5	0.227078	0.001874
proton87.5	0.180039	0.001670
neutron12.5	4.338426	0.008234
neutron17.5	4.010105	0.007890
neutron22.5	3.293566	0.007144
neutron27.5	2.653305	0.006408
neutron32.5	2.089320	0.005679
neutron37.5	1.633863	0.005028
neutron42.5	1.286934	0.004457
neutron47.5	1.004895	0.003943
neutron52.5	0.787746	0.003486
neutron57.5	0.613957	0.003083
neutron62.5	0.483527	0.002732
neutron67.5	0.377961	0.002419
neutron72.5	0.297258	0.002142
neutron77.5	0.232168	0.001896
neutron82.5	0.182691	0.001679
neutron87.5	0.142863	0.001487
