RE35Y0.0 0.112164 0.0615605
RE35Y0.2 0.165337 0.0502958
RE35Y0.4 0.205529 0.0394605
RE35Y0.6 0.280043 0.0387459
RE35Y0.8 0.364614 0.0635734
RE35Y1.0 0.454559 0.0700818
