T2   0.905463 0.00905463
T4   0.713286 0.00713286
T6   0.570986 0.00570986
T8   0.465618 0.00465618
T10   0.387596 0.00387596
T12   0.329824 0.00329824
T14   0.287046 0.00287046
T16   0.25537 0.0025537
