SN112EK42.5      1.0161  0.00487625
SN112EK47.5    0.989218     0.00533
SN112EK52.5    0.965251    0.005818
SN112EK57.5    0.946009  0.00637725
SN112EK62.5    0.931493  0.00700775
SN112EK67.5    0.917367  0.00770325
SN112EK72.5    0.903634  0.00846375
SN112EK77.5    0.888864  0.00929725
SN112EK82.5    0.873059   0.0102037
SN112EK87.5    0.864625    0.011334
SN124EK42.5     1.33387  0.00605275
SN124EK47.5     1.32976   0.0067755
SN124EK52.5     1.33431   0.0076125
SN124EK57.5     1.34285  0.00856475
SN124EK62.5     1.35538  0.00963225
SN124EK67.5     1.35811   0.0107522
SN124EK72.5     1.35103   0.0119247
SN124EK77.5     1.35743   0.0133957
SN124EK82.5      1.3773   0.0151652
SN124EK87.5     1.37964   0.0169042
DREK12.5     1.15367   0.0037917
DREK17.5     1.17866  0.00423308
DREK22.5      1.2088  0.00491977
DREK27.5     1.23676  0.00570716
DREK32.5     1.26255  0.00659525
DREK37.5     1.28805  0.00759356
DREK42.5     1.31328   0.0087021
DREK47.5     1.34495    0.010009
DREK52.5     1.38306   0.0115142
DREK60.0     1.43769   0.0141529
DREK70.0     1.48794   0.0181959
DREK80.0     1.55303   0.0237252
DREK87.5     1.59564   0.0286207
