SN112EK42.5     1.07165  0.00512825
SN112EK47.5      1.0394    0.005582
SN112EK52.5       1.007    0.006056
SN112EK57.5    0.981303     0.00661
SN112EK62.5    0.962301    0.007244
SN112EK67.5    0.940628    0.007912
SN112EK72.5    0.916287    0.008614
SN112EK77.5    0.896164    0.009423
SN112EK82.5    0.880258    0.010339
SN112EK87.5    0.862885   0.0113735
SN124EK42.5     1.43476  0.00649925
SN124EK47.5     1.42898    0.007265
SN124EK52.5       1.421    0.008089
SN124EK57.5     1.41238  0.00899425
SN124EK62.5     1.40314  0.00998075
SN124EK67.5     1.39586    0.011078
SN124EK72.5     1.39054    0.012286
SN124EK77.5     1.38295   0.0136197
SN124EK82.5      1.3731   0.0150793
SN124EK87.5      1.3739   0.0168615
DREK12.5     1.15906  0.00392562
DREK17.5     1.18153  0.00432274
DREK22.5     1.20851  0.00496306
DREK27.5     1.23801   0.0057307
DREK32.5     1.27002  0.00662566
DREK37.5      1.3039  0.00766859
DREK42.5     1.33964  0.00885947
DREK47.5     1.37567   0.0102149
DREK52.5     1.41199    0.011735
DREK60.0     1.44898   0.0142555
DREK70.0     1.50143   0.0184358
DREK80.0     1.55176   0.0237069
DREK87.5     1.59302   0.0287928
