T2   0.548294 0.00548294
T4   0.298705 0.00298705
T6   0.178967 0.00178967
T8   0.121524 0.00121524
T10   0.0939659 0.000939659
T12   0.0807454 0.000807454
T14   0.074403 0.00074403
T16   0.0713603 0.000713603
