proton12.5	4.189844	0.008088
proton17.5	3.999187	0.007885
proton22.5	3.375344	0.007241
proton27.5	2.787266	0.006572
proton32.5	2.234953	0.005879
proton37.5	1.779192	0.005249
proton42.5	1.419980	0.004684
proton47.5	1.128000	0.004180
proton52.5	0.903250	0.003737
proton57.5	0.720922	0.003343
proton62.5	0.581015	0.002998
proton67.5	0.465445	0.002686
proton72.5	0.374211	0.002406
proton77.5	0.300117	0.002157
proton82.5	0.243165	0.001940
proton87.5	0.195242	0.001740
neutron12.5	5.557589	0.009318
neutron17.5	5.117187	0.008909
neutron22.5	4.158344	0.008024
neutron27.5	3.317457	0.007163
neutron32.5	2.594527	0.006326
neutron37.5	2.013996	0.005581
neutron42.5	1.575863	0.004930
neutron47.5	1.224930	0.004353
neutron52.5	0.961195	0.003851
neutron57.5	0.751820	0.003412
neutron62.5	0.596805	0.003037
neutron67.5	0.470062	0.002698
neutron72.5	0.371594	0.002395
neutron77.5	0.292840	0.002130
neutron82.5	0.233800	0.001901
neutron87.5	0.185175	0.001693
