proton12.5	4.022160	0.007925
proton17.5	3.857383	0.007745
proton22.5	3.273805	0.007132
proton27.5	2.722590	0.006497
proton32.5	2.203739	0.005841
proton37.5	1.771364	0.005240
proton42.5	1.425465	0.004696
proton47.5	1.142899	0.004209
proton52.5	0.923664	0.003781
proton57.5	0.744355	0.003398
proton62.5	0.604973	0.003060
proton67.5	0.488804	0.002753
proton72.5	0.395852	0.002475
proton77.5	0.319582	0.002226
proton82.5	0.259996	0.002007
proton87.5	0.209086	0.001800
neutron12.5	5.373367	0.009163
neutron17.5	4.918433	0.008732
neutron22.5	3.972800	0.007841
neutron27.5	3.152742	0.006982
neutron32.5	2.458258	0.006156
neutron37.5	1.901223	0.005422
neutron42.5	1.481637	0.004779
neutron47.5	1.149590	0.004218
neutron52.5	0.905082	0.003737
neutron57.5	0.710586	0.003317
neutron62.5	0.566101	0.002958
neutron67.5	0.446945	0.002630
neutron72.5	0.353117	0.002335
neutron77.5	0.277902	0.002074
neutron82.5	0.221301	0.001850
neutron87.5	0.175207	0.001648
