T2   1.02223 0.0102223
T4   0.79447 0.0079447
T6   0.646625 0.00646625
T8   0.550653 0.00550653
T10   0.488356 0.00488356
T12   0.447917 0.00447917
T14   0.421666 0.00421666
T16   0.404627 0.00404627
