proton12.5	4.024883	0.007928
proton17.5	3.844441	0.007731
proton22.5	3.245230	0.007100
proton27.5	2.691742	0.006461
proton32.5	2.183977	0.005815
proton37.5	1.762410	0.005228
proton42.5	1.427043	0.004700
proton47.5	1.152398	0.004228
proton52.5	0.938477	0.003813
proton57.5	0.760512	0.003435
proton62.5	0.618504	0.003095
proton67.5	0.500758	0.002787
proton72.5	0.407273	0.002511
proton77.5	0.330836	0.002266
proton82.5	0.271445	0.002051
proton87.5	0.220262	0.001848
neutron12.5	5.395250	0.009182
neutron17.5	4.928351	0.008741
neutron22.5	3.970086	0.007838
neutron27.5	3.144367	0.006973
neutron32.5	2.451195	0.006148
neutron37.5	1.896847	0.005416
neutron42.5	1.481324	0.004779
neutron47.5	1.150488	0.004219
neutron52.5	0.904340	0.003736
neutron57.5	0.707383	0.003309
neutron62.5	0.559617	0.002940
neutron67.5	0.439785	0.002609
neutron72.5	0.347887	0.002318
neutron77.5	0.274071	0.002060
neutron82.5	0.218336	0.001837
neutron87.5	0.172231	0.001633
