SN112EK42.5     1.02831    0.004784
SN112EK47.5    0.988318  0.00515325
SN112EK52.5    0.951221  0.00555775
SN112EK57.5    0.913988   0.0059645
SN112EK62.5    0.876621   0.0063735
SN112EK67.5    0.846933    0.006864
SN112EK72.5    0.824924    0.007436
SN112EK77.5    0.802894  0.00805825
SN112EK82.5    0.780845  0.00873075
SN112EK87.5    0.758411   0.0094555
SN124EK42.5     1.35757  0.00597025
SN124EK47.5     1.33293  0.00655075
SN124EK52.5     1.31027  0.00717825
SN124EK57.5     1.28543  0.00783325
SN124EK62.5     1.25841  0.00851575
SN124EK67.5      1.2296   0.0092385
SN124EK72.5       1.199   0.0100015
SN124EK77.5     1.17081   0.0108553
SN124EK82.5     1.14503   0.0117997
SN124EK87.5     1.12822   0.0129445
DREK12.5     1.19249  0.00428104
DREK17.5     1.20907   0.0045312
DREK22.5     1.22771  0.00505141
DREK27.5     1.24752  0.00570703
DREK32.5      1.2685  0.00649807
DREK37.5     1.29301  0.00742672
DREK42.5     1.32107  0.00849296
DREK47.5      1.3495  0.00971176
DREK52.5      1.3783   0.0110831
DREK60.0     1.40729   0.0126209
DREK70.0     1.43646   0.0143252
DREK80.0     1.45186   0.0160809
DREK87.5      1.4535   0.0178879
