Ang10	6.12987
Ang11	6.12248
Ang12	6.11509
Ang13	6.10771
Ang14	6.10032
Ang15	6.09293
Ang16	6.08554
Ang17	6.07816
Ang18	6.07077
Ang19	6.06338
Ang20	6.05599
Ang21	6.04861
Ang22	5.98929
Ang23	5.90078
Ang24	5.81226
Ang25	5.72374
Ang26	5.63522
Ang27	5.5467
Ang28	5.43161
Ang29	5.30813
Ang30	5.18465
Ang31	5.06117
Ang32	4.93769
Ang33	4.80619
Ang34	4.63257
Ang35	4.45895
Ang36	4.28532
Ang37	4.1117
Ang38	3.93808
Ang39	3.76446
Ang40	3.59084
Ang41	3.41722
Ang42	3.24402
Ang43	3.07425
Ang44	2.90448
Ang45	2.7347
Ang46	2.56493
Ang47	2.39516
Ang48	2.27431
Ang49	2.28574
Ang50	2.29717
Ang51	2.3086
Ang52	2.32003
Ang53	2.33146
Ang54	2.34288
Ang55	2.41827
Ang56	2.50494
Ang57	2.59161
Ang58	2.67828
Ang59	2.74036
Ang60	2.79705
Ang61	2.85373
Ang62	2.91041
Ang63	2.9671
Ang64	3.0046
Ang65	3.01957
Ang66	3.03455
Ang67	3.04952
Ang68	3.06449
Ang69	3.06016
Ang70	3.04543
Ang71	3.03071
Ang72	3.01598
Ang73	3.00125
Ang74	2.97272
Ang75	2.94175
Ang76	2.91079
Ang77	2.87982
Ang78	2.8478
Ang79	2.79033
Ang80	2.73287
Ang81	2.67541
Ang82	2.61795
Ang83	2.56048
Ang84	2.49896
Ang85	2.41891
Ang86	2.33886
Ang87	2.25881
Ang88	2.17876
Ang89	2.09271
Ang90	1.99729
Ang91	1.90186
Ang92	1.80643
Ang93	1.71399
Ang94	1.62601
Ang95	1.53803
Ang96	1.45006
Ang97	1.36208
Ang98	1.27892
Ang99	1.19648
Ang100	1.11403
Ang101	1.03159
Ang102	0.949146
Ang103	0.873811
Ang104	0.804291
Ang105	0.734771
Ang106	0.665251
Ang107	0.595731
Ang108	0.560525
Ang109	0.536154
Ang110	0.511784
Ang111	0.487414
Ang112	0.463043
Ang113	0.438673
Ang114	0.423623
Ang115	0.409725
Ang116	0.395828
Ang117	0.38193
Ang118	0.369313
Ang119	0.369649
Ang120	0.369985
Ang121	0.370321
Ang122	0.370656
Ang123	0.377618
Ang124	0.386033
Ang125	0.394449
Ang126	0.402864
Ang127	0.41128
Ang128	0.419696
Ang129	0.439495
Ang130	0.459893
Ang131	0.480292
Ang132	0.50069
Ang133	0.521089
Ang134	0.529516
Ang135	0.53029
Ang136	0.531063
Ang137	0.531837
Ang138	0.534225
Ang139	0.558064
