T2   0.868349 0.00868349
T4   0.621895 0.00621895
T6   0.513346 0.00513346
T8   0.465537 0.00465537
T10   0.444479 0.00444479
T12   0.435204 0.00435204
T14   0.431119 0.00431119
T16   0.42932 0.0042932
