T2   1.07679 0.0107679
T4   0.83814 0.0083814
T6   0.693391 0.00693391
T8   0.605598 0.00605598
T10   0.552349 0.00552349
T12   0.520053 0.00520053
T14   0.500464 0.00500464
T16   0.488583 0.00488583
