SN112EK42.5 0.93581 0.00457575
SN112EK47.5 0.897968 0.00489725
SN112EK52.5 0.86154 0.00523575
SN112EK57.5 0.827612 0.0056025
SN112EK62.5 0.796188 0.0059975
SN112EK67.5 0.769444 0.006474
SN112EK72.5 0.747382 0.007032
SN112EK77.5 0.730992 0.00769625
SN112EK82.5 0.720275 0.00846675
SN124EK42.5 1.2211 0.005607
SN124EK47.5 1.18647 0.00605725
SN124EK52.5 1.15097 0.00653175
SN124EK57.5 1.12384 0.0070985
SN124EK62.5 1.10509 0.0077575
SN124EK67.5 1.08539 0.00846275
SN124EK72.5 1.06475 0.00921425
SN124EK77.5 1.04059 0.0100132
SN124EK82.5 1.01294 0.0108597
SN124EK87.5 0.988935 0.0118267
DREK12.5 1.18199 0.0046946
DREK17.5 1.19804 0.00491085
DREK22.5 1.21451 0.00540841
DREK27.5 1.23669 0.00606251
DREK32.5 1.26459 0.00687313
DREK37.5 1.2875 0.00778211
DREK42.5 1.30542 0.00878944
DREK47.5 1.32173 0.00991302
DREK52.5 1.33641 0.0111528
DREK60.0 1.37383 0.0134946
DREK70.0 1.41793 0.0172487
DREK80.0 1.41474 0.0213505
DREK87.5 1.40421 0.0250322
