T2   1.03025 0.0103025
T4   0.828309 0.00828309
T6   0.683068 0.00683068
T8   0.578607 0.00578607
T10   0.503477 0.00503477
T12   0.449441 0.00449441
T14   0.410577 0.00410577
T16   0.382625 0.00382625
