proton12.5	3.799571	0.007703
proton17.5	3.679324	0.007572
proton22.5	3.238942	0.007102
proton27.5	2.815715	0.006619
proton32.5	2.409644	0.006121
proton37.5	2.061609	0.005664
proton42.5	1.771609	0.005249
proton47.5	1.516218	0.004857
proton52.5	1.295438	0.004488
proton57.5	1.109402	0.004156
proton62.5	0.958113	0.003861
proton67.5	0.824754	0.003583
proton72.5	0.709324	0.003321
proton77.5	0.608988	0.003079
proton82.5	0.523746	0.002854
proton87.5	0.450297	0.002648
neutron12.5	5.684375	0.009424
neutron17.5	5.170867	0.008960
neutron22.5	4.270164	0.008138
neutron27.5	3.484640	0.007351
neutron32.5	2.814297	0.006600
neutron37.5	2.258933	0.005917
neutron42.5	1.818550	0.005304
neutron47.5	1.455695	0.004750
neutron52.5	1.170367	0.004254
neutron57.5	0.937266	0.003812
neutron62.5	0.756390	0.003421
neutron67.5	0.607563	0.003069
neutron72.5	0.490781	0.002756
neutron77.5	0.394055	0.002471
neutron82.5	0.317383	0.002216
neutron87.5	0.254692	0.001987
