T2   0.957641 0.00957641
T4   0.729599 0.00729599
T6   0.581787 0.00581787
T8   0.485976 0.00485976
T10   0.423874 0.00423874
T12   0.38362 0.0038362
T14   0.357528 0.00357528
T16   0.340615 0.00340615
