T2   0.637108 0.00637108
T4   0.403206 0.00403206
T6   0.256578 0.00256578
T8   0.16466 0.0016466
T10   0.107039 0.00107039
T12   0.0709172 0.000709172
T14   0.0482733 0.000482733
T16   0.0340784 0.000340784
